573.2125,494.8665555555556,517.8498888888888,522.522,546.1148888888888,531.9503333333333,584.9252,572.5972222222222,636.7478888888888,618.9873,588.2401111111111,482.91366666666664,483.1982,565.4052222222222,785.4368888888889,779.8877,654.818,724.7926666666667,642.7896,670.1355555555556,533.3928888888889,505.8152,510.15833333333336,449.07866666666666,523.1485,481.924,447.11244444444446,383.8383,410.7784444444444,412.25155555555557,428.57849999999996,489.23299999999995,471.5341111111111,493.9071,439.6828888888889,428.17022222222226,430.4032,454.3142222222222,439.23066666666665,417.3446
545.6824,454.7027777777778,495.26411111111116,530.4321,520.2126666666667,513.6387777777777,585.9634,633.5397777777778,640.5094444444444,585.5535,598.9105555555556,558.8085555555556,466.3678,539.2933333333334,860.2523333333334,767.6105,641.4053333333334,736.3910000000001,706.8016,615.3197777777777,522.25,490.08209999999997,643.7395555555555,470.2811111111111,543.9631999999999,555.7306666666667,451.3958888888889,424.9053,413.0838888888889,430.8911111111111,424.7344,453.7933333333333,458.12077777777773,529.7343,459.5152222222222,443.6331111111111,405.9117,476.7954444444444,449.9501111111111,435.27650000000006
592.8187,497.33666666666664,532.521111111111,558.3041000000001,656.2102222222222,561.1003333333333,553.1151,518.5441111111111,587.6388888888889,624.0052,595.7151111111111,474.25388888888887,475.6041,527.0516666666667,722.5934444444445,697.745,706.8857777777778,703.8346666666666,627.9705,704.6117777777778,525.6523333333333,529.4662000000001,728.3963333333334,520.0120000000001,580.793,543.3473333333334,417.56188888888886,405.7227,448.1095555555555,406.1,406.52,422.04377777777773,467.9146666666667,468.29259999999994,438.3181111111111,423.036,417.0425,459.4344444444444,450.712,425.1835
704.6587999999999,606.6524444444444,517.8103,522.1039999999999,621.5501111111112,603.4475,627.8115555555555,627.8602222222222,666.9819,603.5815555555556,629.1089999999999,509.2036,516.8262222222222,537.7139999999999,662.4429,583.6493333333333,638.6327777777777,675.5051000000001,687.4237777777778,713.6668999999999,592.4826666666667,585.5571111111111,862.5459000000001,585.9118888888889,517.5954444444445,560.2488999999999,405.418,456.3278888888889,506.9425,430.53355555555555,425.53188888888894,436.76270000000005,424.6931111111111,465.0118888888889,410.7341,443.56033333333335,414.81533333333334,423.63379999999995,440.4068888888889,421.22979999999995
604.4547,532.7542222222222,540.7935,471.7174444444445,569.5903333333333,532.6466,550.8242222222221,596.102,680.2035,625.8612222222223,613.7031111111111,572.7728,488.35388888888895,534.1114444444444,725.2449,523.011,640.9452222222222,735.4064000000001,737.1801111111112,708.6077,599.6619999999999,608.2658888888889,923.9665000000001,611.4418888888889,528.6998888888888,514.6641,404.92611111111114,474.41999999999996,590.4399000000001,478.4132222222222,451.96922222222224,408.50640000000004,431.2718888888889,448.08177777777775,430.4108,432.84055555555557,431.1963333333333,436.6094,417.863,439.689
633.4428,548.4116666666666,568.7789,522.3701111111111,548.6846666666667,556.972,511.93399999999997,636.0874,645.7613333333334,648.6454444444445,562.5002999999999,497.1131111111111,530.4231111111111,535.4552,585.4824444444444,582.9565555555556,721.0199,714.7603333333333,716.2681,810.1472222222222,736.4265555555555,697.2742000000001,839.2706666666667,591.0640000000001,532.6097777777778,525.9933333333333,417.05240000000003,465.6284444444444,653.6976666666667,476.2015,448.08655555555555,396.1647,432.35822222222225,429.43655555555557,446.3014,464.14411111111116,449.91166666666663,436.8519,458.8534444444444,407.5807
654.9159999999999,601.3397777777777,557.5350000000001,496.27233333333334,419.69388888888886,488.8822,467.5401111111111,613.1831,720.5143333333333,632.7678888888889,586.5681,486.6744444444444,505.37111111111113,612.9676,663.9024444444444,612.9596666666666,662.8399000000001,604.2314444444445,667.4390999999999,866.457,763.5814444444445,770.8336999999999,712.7897777777778,532.6455,537.3662222222223,550.7234444444443,424.97650000000004,491.18888888888887,605.165888888889,445.529,403.69155555555557,417.2931,447.6722222222222,424.64344444444447,449.1328,442.6531111111111,454.9153333333333,440.3185,455.49055555555555,406.8217
657.0651,628.2475555555556,595.5259,453.84488888888893,424.9234444444444,462.3738,480.6415555555556,589.8637,707.4136666666667,665.4816666666667,674.4694999999999,482.4674444444445,493.8321111111111,585.3414,696.4086666666667,645.3923333333333,657.2738999999999,681.2613333333334,746.9096,1093.6327777777778,906.7938888888889,765.8914,587.7063333333333,609.1541,583.5057777777778,523.2773333333333,415.4815,475.42388888888894,593.7775555555555,463.6822,404.70233333333334,430.5871,444.25966666666665,471.2164444444445,469.09250000000003,482.29888888888894,450.9223333333333,469.195,490.6555555555555,417.9456
622.2395,746.4827777777778,702.2566666666667,449.31049999999993,450.45577777777777,455.12755555555555,560.3374,612.2784444444445,683.7758888888889,683.6413,685.0555555555555,554.3007777777779,472.442,675.3626666666667,755.4566666666666,701.2908,668.9326666666667,683.4327777777778,785.8026,1062.8422222222223,785.7511111111112,646.6897,578.254,611.6164444444444,534.4367,421.0385555555556,417.37755555555555,503.10639999999995,437.1512222222222,496.18377777777783,426.1375,423.8138888888889,438.63977777777774,437.34880000000004,451.68566666666663,450.702,484.7098,448.6494444444445,430.85844444444444,404.7937
612.8149000000001,796.3114444444444,724.4245555555556,703.3923,938.1174444444446,966.9452222222221,883.0369000000001,759.3897777777778,690.3294444444444,715.0502,716.1405555555556,470.87888888888887,502.93399999999997,726.484,802.0716666666667,756.9656666666666,688.5712,755.8092222222223,687.8663333333333,703.6127777777779,539.1800000000001,499.2417777777778,534.6898888888888,580.1850999999999,506.8552222222222,439.60133333333334,487.0616,472.63966666666664,464.88655555555556,444.2006666666667,400.50969999999995,424.9211111111111,446.5725555555556,446.8026,488.5092222222222,409.85044444444446,429.29799999999994,429.4674444444444,435.89144444444446,427.3474
